epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,1032.45,1.3111,1.61112,0.00281,0.8845,0.67499,0.7574,0.33526,2.15732,3.63478,0.00547,0.00039299,0.00039299,0.00039299
69,1047.21,1.26692,1.6856,0.00288,0.89093,0.68792,0.76763,0.33972,2.07499,3.63005,0.00518,0.000390079,0.000390079,0.000390079
70,1062.04,1.29716,1.71346,0.00294,0.88506,0.66344,0.75741,0.3299,2.15463,3.71407,0.00547,0.000387169,0.000387169,0.000387169
71,1076.89,1.30751,2.11625,0.00293,0.8681,0.67843,0.75716,0.32631,2.20193,3.71724,0.00563,0.000384258,0.000384258,0.000384258
72,1091.65,1.25886,1.63075,0.00276,0.91168,0.66504,0.76617,0.34464,2.08747,3.45565,0.00517,0.000381347,0.000381347,0.000381347
73,1106.48,1.25192,1.58648,0.0028,0.89687,0.66577,0.75328,0.31677,2.21238,3.54922,0.00559,0.000378437,0.000378437,0.000378437
74,1121.22,1.31893,1.80012,0.00321,0.87804,0.69101,0.77937,0.37721,1.99323,3.60946,0.00511,0.000375526,0.000375526,0.000375526
75,1136.11,1.23627,1.47324,0.00252,0.882,0.69935,0.78186,0.36562,2.07685,3.61035,0.00544,0.000372616,0.000372616,0.000372616
76,1151.07,1.32456,1.63105,0.00319,0.88854,0.69904,0.77879,0.35342,2.1058,3.45156,0.00531,0.000369705,0.000369705,0.000369705
77,1165.97,1.2492,1.42876,0.00287,0.88626,0.71732,0.7907,0.36831,2.10405,3.32795,0.0055,0.000366794,0.000366794,0.000366794
78,1180.7,1.26479,1.60455,0.00267,0.90701,0.67821,0.78394,0.3712,2.07886,3.55653,0.00533,0.000363884,0.000363884,0.000363884
79,1195.49,1.23388,1.50005,0.00279,0.89041,0.69771,0.7852,0.35287,2.17112,3.46171,0.00575,0.000360973,0.000360973,0.000360973
80,1210.3,1.26182,1.34083,0.00261,0.86288,0.65704,0.746,0.27582,2.37968,3.76401,0.00597,0.000358063,0.000358063,0.000358063
81,1225.06,1.24643,1.35194,0.00264,0.89802,0.69931,0.79077,0.34604,2.19488,3.49014,0.00569,0.000355152,0.000355152,0.000355152
82,1240.02,1.19328,1.36985,0.00254,0.89217,0.69174,0.7795,0.37535,2.04671,3.81652,0.0052,0.000352241,0.000352241,0.000352241
83,1254.86,1.20446,1.39743,0.00262,0.89278,0.68823,0.78276,0.36722,2.05774,3.65814,0.00514,0.000349331,0.000349331,0.000349331
84,1269.63,1.25214,1.45919,0.00288,0.90324,0.70901,0.79494,0.3941,1.99076,3.30263,0.00499,0.00034642,0.00034642,0.00034642
85,1284.45,1.18755,1.23711,0.00231,0.8691,0.7043,0.78157,0.34883,2.16919,3.52511,0.0055,0.00034351,0.00034351,0.00034351
86,1299.21,1.20472,1.43657,0.0027,0.88873,0.7097,0.80058,0.37918,2.03438,3.55549,0.005,0.000340599,0.000340599,0.000340599
87,1313.98,1.20764,1.39046,0.00266,0.89139,0.71301,0.79584,0.42987,1.84992,3.50675,0.00461,0.000337688,0.000337688,0.000337688
88,1329.03,1.21779,1.45417,0.00274,0.89938,0.72612,0.80432,0.41688,1.90463,3.39238,0.00468,0.000334778,0.000334778,0.000334778
89,1343.86,1.18088,1.27807,0.00245,0.86709,0.7224,0.79053,0.39512,1.97667,3.42343,0.00489,0.000331867,0.000331867,0.000331867
90,1358.59,1.19742,1.36297,0.00275,0.8966,0.72355,0.80581,0.43564,1.89496,3.37022,0.00477,0.000328957,0.000328957,0.000328957
91,1373.58,1.20059,1.3428,0.00265,0.90495,0.71416,0.80171,0.4025,1.95161,3.46797,0.00492,0.000326046,0.000326046,0.000326046
92,1388.38,1.18371,1.28723,0.00243,0.92155,0.72267,0.80816,0.40395,1.95422,3.46575,0.00485,0.000323135,0.000323135,0.000323135
93,1403.36,1.149,1.22894,0.00256,0.92883,0.70193,0.79733,0.39446,1.99268,3.51461,0.00501,0.000320225,0.000320225,0.000320225
94,1418.19,1.14259,1.17893,0.00255,0.90875,0.71486,0.80391,0.41959,1.95654,3.50349,0.005,0.000317314,0.000317314,0.000317314
95,1433.02,1.15032,1.29156,0.00256,0.92258,0.71383,0.81092,0.43439,1.85542,3.27439,0.00459,0.000314404,0.000314404,0.000314404
96,1447.87,1.16928,1.24543,0.00277,0.89506,0.72022,0.80069,0.36592,2.12246,3.34019,0.00537,0.000311493,0.000311493,0.000311493
97,1462.69,1.15878,1.14899,0.00259,0.90072,0.71265,0.80728,0.44256,1.85747,3.3187,0.00466,0.000308582,0.000308582,0.000308582
98,1477.62,1.15467,1.25953,0.00239,0.89831,0.72731,0.80239,0.35749,2.09799,3.34006,0.00523,0.000305672,0.000305672,0.000305672
99,1492.29,1.08085,1.11448,0.00252,0.91399,0.71482,0.80075,0.37927,2.07728,3.29327,0.00527,0.000302761,0.000302761,0.000302761
100,1507.08,1.10084,1.11208,0.00232,0.89804,0.72032,0.79904,0.37931,2.06067,3.30242,0.00529,0.000299851,0.000299851,0.000299851
101,1521.92,1.13814,1.18406,0.00242,0.91541,0.72092,0.80324,0.42231,1.90435,3.25578,0.00479,0.00029694,0.00029694,0.00029694
102,1536.82,1.11575,1.09261,0.00246,0.90126,0.71286,0.79719,0.36729,2.12519,3.27485,0.00554,0.000294029,0.000294029,0.000294029
103,1551.54,1.11875,1.05887,0.00252,0.89311,0.73426,0.80832,0.40597,1.98708,3.30036,0.00505,0.000291119,0.000291119,0.000291119
104,1566.27,1.18885,1.18848,0.00258,0.8734,0.73419,0.80664,0.40974,1.98934,3.11877,0.0052,0.000288208,0.000288208,0.000288208
105,1581.1,1.06669,1.1351,0.00235,0.90048,0.7263,0.79811,0.38952,2.05116,3.33801,0.00514,0.000285298,0.000285298,0.000285298
106,1595.92,1.10823,1.10405,0.00254,0.89957,0.72492,0.80665,0.3843,2.04259,3.39811,0.0051,0.000282387,0.000282387,0.000282387
107,1610.65,1.07154,1.11109,0.00226,0.90598,0.72347,0.80711,0.41511,1.97026,3.42281,0.00504,0.000279476,0.000279476,0.000279476
108,1625.61,1.12373,1.1662,0.0026,0.91481,0.73911,0.82211,0.43197,1.9191,3.15356,0.00479,0.000276566,0.000276566,0.000276566
109,1640.41,1.09398,1.002,0.00228,0.9004,0.7207,0.80476,0.40143,1.99589,3.36189,0.00504,0.000273655,0.000273655,0.000273655
110,1655.15,1.0773,1.04408,0.00226,0.89108,0.71678,0.80202,0.38384,2.0504,3.41092,0.00512,0.000270745,0.000270745,0.000270745
111,1669.86,1.12091,1.07565,0.0025,0.89245,0.73391,0.81259,0.42347,1.91208,3.20933,0.00476,0.000267834,0.000267834,0.000267834
112,1684.77,1.07141,1.04242,0.00234,0.91597,0.72302,0.82621,0.42121,1.94474,3.22859,0.00487,0.000264923,0.000264923,0.000264923
113,1699.63,1.1048,1.15682,0.00239,0.92142,0.74063,0.82762,0.44501,1.88091,3.29465,0.00468,0.000262013,0.000262013,0.000262013
114,1714.56,1.11153,1.02251,0.00235,0.92343,0.72309,0.81625,0.46645,1.77315,3.32599,0.00438,0.000259102,0.000259102,0.000259102
115,1729.47,1.1542,1.23797,0.0026,0.88782,0.73614,0.81547,0.42384,1.9165,3.28291,0.00473,0.000256192,0.000256192,0.000256192
116,1744.22,1.08865,1.09886,0.00253,0.88947,0.7057,0.80496,0.3928,2.01188,3.35051,0.00509,0.000253281,0.000253281,0.000253281
117,1759.11,1.05511,1.03625,0.00265,0.88978,0.72684,0.80718,0.37998,2.03828,3.40889,0.00505,0.00025037,0.00025037,0.00025037
118,1773.83,1.05293,1.07126,0.00247,0.91338,0.73153,0.82439,0.42263,1.94567,3.10507,0.00486,0.00024746,0.00024746,0.00024746
119,1788.6,1.00703,0.98237,0.00218,0.90442,0.74286,0.81971,0.41169,1.96553,3.15615,0.0048,0.000244549,0.000244549,0.000244549
120,1803.44,1.01652,1.01111,0.00221,0.91397,0.73197,0.81877,0.41777,1.93551,3.21212,0.00475,0.000241639,0.000241639,0.000241639
121,1818.25,1.03396,0.98385,0.0021,0.89591,0.73412,0.81799,0.42044,1.94537,3.14711,0.00492,0.000238728,0.000238728,0.000238728
122,1833.17,1.0276,0.97199,0.0021,0.9269,0.72727,0.8203,0.43448,1.89358,3.15948,0.00467,0.000235817,0.000235817,0.000235817
123,1848.02,1.01159,1.07211,0.00225,0.91182,0.73692,0.8239,0.44117,1.87526,3.06184,0.00471,0.000232907,0.000232907,0.000232907
124,1862.79,0.99427,0.91796,0.00227,0.91904,0.73142,0.82487,0.43504,1.91509,3.16148,0.00472,0.000229996,0.000229996,0.000229996
125,1877.55,0.98967,0.99183,0.00213,0.89391,0.73398,0.8107,0.41477,1.98837,3.3237,0.00489,0.000227086,0.000227086,0.000227086
126,1892.32,1.01256,0.97179,0.0021,0.91013,0.7317,0.8159,0.43063,1.91721,3.28994,0.0047,0.000224175,0.000224175,0.000224175
127,1907,0.98808,0.86447,0.00201,0.90308,0.74022,0.82138,0.40841,1.99531,3.1901,0.00505,0.000221264,0.000221264,0.000221264
128,1921.88,1.05419,1.00147,0.00217,0.90899,0.73607,0.8193,0.44021,1.89092,3.0794,0.00471,0.000218354,0.000218354,0.000218354
129,1936.83,1.02064,0.91152,0.00218,0.91316,0.73466,0.81774,0.4412,1.89399,3.11355,0.00477,0.000215443,0.000215443,0.000215443
130,1951.66,1.00363,0.9645,0.00232,0.91252,0.74905,0.82478,0.42232,1.96499,3.11299,0.00499,0.000212533,0.000212533,0.000212533
131,1966.7,0.98042,0.8938,0.00201,0.92193,0.72482,0.81536,0.40462,2.00835,3.26053,0.00494,0.000209622,0.000209622,0.000209622
132,1981.48,1.01303,0.94541,0.00212,0.91009,0.73562,0.82337,0.43415,1.91194,3.16656,0.00476,0.000206711,0.000206711,0.000206711
133,1996.35,0.96299,0.87338,0.00195,0.93281,0.73127,0.82248,0.45244,1.86213,3.21699,0.00461,0.000203801,0.000203801,0.000203801
134,2011.25,0.98772,0.91493,0.00188,0.90008,0.73436,0.82315,0.43159,1.91638,3.37255,0.0047,0.00020089,0.00020089,0.00020089
135,2026.09,0.96457,0.8796,0.00208,0.91278,0.74599,0.83428,0.4429,1.87553,3.0199,0.00462,0.00019798,0.00019798,0.00019798
136,2040.93,0.98878,0.91522,0.00205,0.9143,0.74884,0.83118,0.45253,1.85724,3.00776,0.00464,0.000195069,0.000195069,0.000195069
137,2055.7,0.9341,0.83655,0.00206,0.90024,0.75464,0.82586,0.43599,1.92091,3.11478,0.00477,0.000192158,0.000192158,0.000192158
138,2070.53,0.96386,0.88015,0.00204,0.91105,0.72744,0.81915,0.41982,1.98083,3.20998,0.005,0.000189248,0.000189248,0.000189248
139,2085.32,0.9243,0.83891,0.00192,0.90034,0.72309,0.82118,0.40262,2.02604,3.28079,0.00506,0.000186337,0.000186337,0.000186337
140,2100.19,0.94064,0.81625,0.00194,0.90596,0.73802,0.82398,0.43159,1.94143,3.25622,0.00491,0.000183427,0.000183427,0.000183427
141,2115,0.98815,0.9889,0.00212,0.88939,0.76408,0.83043,0.41031,1.99988,3.1353,0.00497,0.000180516,0.000180516,0.000180516
142,2129.82,0.9541,0.92705,0.00213,0.89549,0.75103,0.82841,0.40773,1.9967,3.0509,0.00498,0.000177605,0.000177605,0.000177605
143,2144.6,0.93271,0.8614,0.00199,0.89499,0.74364,0.81897,0.41441,1.98627,3.09533,0.00498,0.000174695,0.000174695,0.000174695
144,2159.36,0.91837,0.93463,0.00201,0.89152,0.75543,0.82633,0.42063,1.97982,3.08661,0.00506,0.000171784,0.000171784,0.000171784
145,2174.16,0.92808,0.88393,0.00196,0.90571,0.73961,0.82026,0.40976,2.01097,3.09325,0.00517,0.000168874,0.000168874,0.000168874
146,2188.97,0.89889,0.85808,0.00204,0.92004,0.74189,0.82756,0.39006,2.07483,3.1396,0.00529,0.000165963,0.000165963,0.000165963
147,2203.89,0.90849,0.8245,0.00191,0.91095,0.73373,0.82198,0.38612,2.07572,3.14866,0.00524,0.000163052,0.000163052,0.000163052
148,2218.79,0.92467,0.85186,0.00203,0.90098,0.74061,0.8297,0.39191,2.05933,3.1888,0.00527,0.000160142,0.000160142,0.000160142
149,2233.72,0.90314,0.75297,0.00181,0.87463,0.75091,0.81996,0.38257,2.11295,3.20779,0.00545,0.000157231,0.000157231,0.000157231
150,2248.45,0.94516,0.8517,0.00189,0.89886,0.73974,0.82082,0.39068,2.05332,3.15041,0.00511,0.000154321,0.000154321,0.000154321
151,2263.2,0.86966,0.77182,0.00179,0.9083,0.73344,0.81908,0.37958,2.09131,3.17149,0.00524,0.00015141,0.00015141,0.00015141
152,2278.15,0.912,0.86092,0.00189,0.89652,0.7386,0.81706,0.37702,2.09655,3.17988,0.00526,0.000148499,0.000148499,0.000148499
153,2292.96,0.89617,0.8008,0.00204,0.88295,0.72635,0.80477,0.37197,2.11696,3.31836,0.0054,0.000145589,0.000145589,0.000145589
154,2307.69,0.91744,0.815,0.00182,0.89664,0.74878,0.82697,0.40914,1.98875,3.16758,0.00494,0.000142678,0.000142678,0.000142678
155,2322.45,0.90473,0.85332,0.00186,0.89947,0.74813,0.82678,0.40152,2.02417,3.155,0.0051,0.000139768,0.000139768,0.000139768
156,2337.27,0.93881,0.83476,0.00191,0.91034,0.73406,0.82901,0.40607,1.99961,3.16197,0.00504,0.000136857,0.000136857,0.000136857
157,2351.97,0.89855,0.7932,0.00177,0.91103,0.74451,0.83121,0.40361,2.0135,3.12728,0.00503,0.000133946,0.000133946,0.000133946
158,2366.82,0.84855,0.7255,0.00176,0.89621,0.75224,0.83272,0.41721,1.97376,3.12707,0.00495,0.000131036,0.000131036,0.000131036
159,2381.73,0.83848,0.74452,0.00175,0.88686,0.7545,0.82843,0.40617,1.98742,3.14231,0.00496,0.000128125,0.000128125,0.000128125
160,2396.48,0.87913,0.73872,0.00178,0.89857,0.74463,0.82755,0.41242,2.00185,3.14498,0.00502,0.000125215,0.000125215,0.000125215
161,2411.27,0.86647,0.75382,0.00173,0.90975,0.73832,0.82999,0.40957,2.01678,3.18253,0.00506,0.000122304,0.000122304,0.000122304
162,2426,0.91989,0.79375,0.00194,0.91072,0.74298,0.83186,0.39748,2.04292,3.19501,0.00513,0.000119393,0.000119393,0.000119393
163,2440.77,0.84904,0.72262,0.00168,0.90934,0.75674,0.83738,0.41715,1.99236,3.08669,0.00501,0.000116483,0.000116483,0.000116483
164,2455.56,0.85903,0.76073,0.0018,0.91278,0.75622,0.83778,0.42287,1.96378,3.10121,0.00491,0.000113572,0.000113572,0.000113572
