epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,915.655,1.28557,1.59651,0.00314,0.8381,0.63518,0.72088,0.28435,2.18183,4.02698,0.00535,0.000416275,0.000416275,0.000416275
61,930.439,1.28271,1.68547,0.00322,0.85653,0.67998,0.76344,0.32453,2.13619,3.72512,0.00538,0.000413364,0.000413364,0.000413364
62,945.251,1.25858,1.54737,0.00278,0.82366,0.64565,0.72673,0.31357,2.11553,3.85107,0.00521,0.000410453,0.000410453,0.000410453
63,960.083,1.25414,1.68624,0.00279,0.85764,0.6784,0.75905,0.33743,2.08922,3.73247,0.00533,0.000407543,0.000407543,0.000407543
64,974.945,1.21329,1.41536,0.00277,0.86866,0.68352,0.76802,0.36651,1.9871,3.64098,0.00496,0.000404632,0.000404632,0.000404632
65,989.981,1.19097,1.39011,0.00254,0.83405,0.68952,0.7612,0.37399,1.96218,3.92154,0.00489,0.000401722,0.000401722,0.000401722
66,1005,1.24317,1.48412,0.00272,0.80439,0.67836,0.7351,0.30116,2.26815,4.16698,0.00593,0.000398811,0.000398811,0.000398811
67,1019.77,1.2258,1.40524,0.00266,0.81984,0.6604,0.72181,0.29058,2.23253,3.88877,0.00566,0.0003959,0.0003959,0.0003959
68,1034.84,1.20789,1.2933,0.00263,0.84868,0.66327,0.72645,0.27883,2.33461,4.01271,0.00598,0.00039299,0.00039299,0.00039299
69,1049.74,1.19222,1.28562,0.00274,0.84862,0.63677,0.72567,0.27226,2.34952,3.99658,0.00602,0.000390079,0.000390079,0.000390079
70,1064.51,1.21103,1.43101,0.00275,0.85264,0.64654,0.73236,0.30527,2.16176,3.85976,0.00545,0.000387169,0.000387169,0.000387169
71,1079.24,1.25521,1.68953,0.0029,0.83204,0.68945,0.76313,0.32583,2.12352,3.61961,0.00531,0.000384258,0.000384258,0.000384258
72,1094,1.21764,1.31846,0.00266,0.8847,0.69416,0.77919,0.36847,2.07002,3.53173,0.00534,0.000381347,0.000381347,0.000381347
73,1108.73,1.18593,1.33604,0.00269,0.86236,0.67632,0.75876,0.33762,2.1198,3.95174,0.00537,0.000378437,0.000378437,0.000378437
74,1123.42,1.22577,1.55267,0.003,0.85305,0.68542,0.76145,0.34831,2.0975,3.63695,0.00528,0.000375526,0.000375526,0.000375526
75,1138.32,1.17289,1.22426,0.00246,0.86647,0.6682,0.75281,0.33741,2.14223,3.73045,0.00546,0.000372616,0.000372616,0.000372616
76,1153.32,1.18959,1.38107,0.00285,0.8585,0.68753,0.75985,0.37037,2.00018,3.59529,0.005,0.000369705,0.000369705,0.000369705
77,1168.22,1.11114,1.2419,0.00254,0.87651,0.65716,0.74727,0.32421,2.1435,3.53045,0.00527,0.000366794,0.000366794,0.000366794
78,1183.01,1.18414,1.40761,0.00252,0.88714,0.68831,0.78351,0.38299,1.99659,3.69549,0.00522,0.000363884,0.000363884,0.000363884
79,1198.14,1.1622,1.3029,0.00262,0.85044,0.65781,0.73775,0.32119,2.20153,3.76163,0.00578,0.000360973,0.000360973,0.000360973
80,1212.9,1.11755,1.17358,0.00239,0.8679,0.71937,0.7897,0.36852,2.04475,3.53591,0.00512,0.000358063,0.000358063,0.000358063
81,1227.85,1.13911,1.13206,0.00237,0.87648,0.69363,0.78424,0.3378,2.11067,3.61757,0.00524,0.000355152,0.000355152,0.000355152
82,1242.7,1.14379,1.1934,0.0024,0.87211,0.706,0.78341,0.3361,2.15832,3.65625,0.00549,0.000352241,0.000352241,0.000352241
83,1257.49,1.13587,1.24521,0.0025,0.87657,0.70326,0.78973,0.35901,2.08447,3.61289,0.00544,0.000349331,0.000349331,0.000349331
84,1272.43,1.12821,1.16156,0.00264,0.87626,0.70587,0.78495,0.376,2.05825,3.60426,0.00527,0.00034642,0.00034642,0.00034642
85,1287.18,1.12172,1.04223,0.00217,0.85717,0.68178,0.76735,0.32783,2.23606,3.63833,0.00577,0.00034351,0.00034351,0.00034351
86,1301.86,1.14218,1.12626,0.00252,0.90666,0.7008,0.79712,0.37079,2.04571,3.60593,0.00517,0.000340599,0.000340599,0.000340599
87,1316.56,1.13588,1.08211,0.00245,0.8455,0.6943,0.7673,0.36766,2.04473,3.70448,0.00511,0.000337688,0.000337688,0.000337688
88,1331.45,1.10184,1.11832,0.00241,0.88749,0.70876,0.79026,0.3901,1.96552,3.59342,0.00489,0.000334778,0.000334778,0.000334778
89,1346.4,1.07221,1.08695,0.00224,0.83765,0.70445,0.76671,0.34958,2.10665,3.71338,0.00528,0.000331867,0.000331867,0.000331867
90,1361.23,1.11167,1.13135,0.00248,0.87429,0.70009,0.78387,0.34838,2.13952,3.62869,0.00553,0.000328957,0.000328957,0.000328957
91,1376.27,1.06186,1.141,0.00234,0.89801,0.69652,0.79473,0.37448,2.06521,3.3117,0.00521,0.000326046,0.000326046,0.000326046
92,1391.16,1.05828,1.06878,0.00211,0.85812,0.65459,0.74998,0.33295,2.16592,3.66553,0.00556,0.000323135,0.000323135,0.000323135
93,1406.09,1.03287,1.00834,0.00237,0.8652,0.67752,0.76961,0.33493,2.19954,3.74927,0.0057,0.000320225,0.000320225,0.000320225
94,1421.14,1.05968,1.02163,0.00242,0.86883,0.7014,0.77765,0.37201,2.02773,3.55105,0.00518,0.000317314,0.000317314,0.000317314
95,1435.96,1.08915,1.05755,0.0024,0.88352,0.71455,0.80448,0.42919,1.85299,3.35129,0.00458,0.000314404,0.000314404,0.000314404
96,1450.93,1.08143,1.07413,0.00245,0.8663,0.69503,0.77449,0.35555,2.0742,3.56273,0.00522,0.000311493,0.000311493,0.000311493
97,1465.73,1.02872,1.0602,0.00237,0.85193,0.6929,0.76385,0.33044,2.15723,3.59259,0.0054,0.000308582,0.000308582,0.000308582
98,1480.69,1.07375,1.08024,0.00224,0.84355,0.68656,0.75366,0.30653,2.27711,3.79111,0.00584,0.000305672,0.000305672,0.000305672
99,1495.4,1.05462,0.99467,0.00239,0.8768,0.68472,0.77347,0.35508,2.07559,3.70296,0.00508,0.000302761,0.000302761,0.000302761
100,1510.24,0.9968,0.94631,0.00211,0.86952,0.71272,0.77551,0.32284,2.19689,3.65615,0.00545,0.000299851,0.000299851,0.000299851
101,1524.99,1.04516,1.00159,0.00229,0.88324,0.69283,0.77504,0.3515,2.10677,3.68116,0.0053,0.00029694,0.00029694,0.00029694
102,1540.02,0.99072,0.93645,0.00217,0.88079,0.68982,0.78353,0.36639,2.05587,3.61338,0.0051,0.000294029,0.000294029,0.000294029
103,1554.79,0.99977,0.90548,0.00221,0.89164,0.72046,0.79892,0.3903,1.99701,3.3628,0.00495,0.000291119,0.000291119,0.000291119
104,1569.58,1.0299,1.00774,0.0023,0.86371,0.7169,0.78674,0.34781,2.18014,3.47915,0.00554,0.000288208,0.000288208,0.000288208
105,1584.31,1.00334,0.95439,0.0023,0.88714,0.68152,0.78335,0.35721,2.16029,3.46961,0.00549,0.000285298,0.000285298,0.000285298
106,1599.11,1.00606,0.93474,0.00227,0.86494,0.71955,0.79329,0.35204,2.11512,3.60976,0.00522,0.000282387,0.000282387,0.000282387
107,1613.84,0.97175,0.86488,0.00204,0.89131,0.7232,0.80985,0.39013,2.01305,3.44984,0.00503,0.000279476,0.000279476,0.000279476
108,1628.65,0.97831,0.9571,0.00229,0.86567,0.69447,0.78042,0.35337,2.11482,3.68947,0.00523,0.000276566,0.000276566,0.000276566
109,1643.69,1.01442,0.9455,0.00212,0.87511,0.70687,0.79832,0.37961,2.07899,3.60343,0.00532,0.000273655,0.000273655,0.000273655
110,1658.46,0.98345,0.92683,0.00209,0.87984,0.68432,0.78309,0.36809,2.04719,3.57646,0.00496,0.000270745,0.000270745,0.000270745
111,1673.49,1.0072,0.92359,0.00234,0.8973,0.69383,0.80246,0.40092,1.96491,3.47923,0.00493,0.000267834,0.000267834,0.000267834
112,1688.58,0.94622,0.84824,0.00211,0.89187,0.70025,0.79875,0.38434,2.0419,3.56015,0.00505,0.000264923,0.000264923,0.000264923
113,1703.38,0.99793,0.96023,0.0022,0.87497,0.72821,0.81096,0.3878,2.01022,3.49656,0.00491,0.000262013,0.000262013,0.000262013
114,1718.14,0.94047,0.85292,0.002,0.89144,0.69823,0.79694,0.3716,2.09975,3.54016,0.00533,0.000259102,0.000259102,0.000259102
115,1732.89,1.00489,1.0067,0.00231,0.86038,0.72429,0.80233,0.37724,2.06548,3.47403,0.00518,0.000256192,0.000256192,0.000256192
116,1747.74,0.95067,0.87987,0.00219,0.89399,0.70625,0.79834,0.37692,2.05572,3.43883,0.00512,0.000253281,0.000253281,0.000253281
117,1762.74,0.94192,0.88101,0.00232,0.8951,0.71393,0.80348,0.36296,2.08458,3.337,0.00507,0.00025037,0.00025037,0.00025037
118,1777.48,0.92653,0.86982,0.00218,0.89201,0.73522,0.8122,0.38821,2.00022,3.24661,0.00502,0.00024746,0.00024746,0.00024746
119,1792.29,0.89578,0.77683,0.00199,0.85778,0.71735,0.78568,0.35574,2.11745,3.47245,0.00534,0.000244549,0.000244549,0.000244549
120,1807.1,0.92757,0.82332,0.00205,0.88895,0.71378,0.79979,0.38537,2.02395,3.40309,0.00496,0.000241639,0.000241639,0.000241639
121,1821.9,0.87493,0.79529,0.00173,0.89477,0.70813,0.79651,0.36368,2.11229,3.47493,0.0052,0.000238728,0.000238728,0.000238728
122,1836.65,0.89642,0.76745,0.00188,0.88578,0.72215,0.8121,0.40772,1.99325,3.3208,0.00502,0.000235817,0.000235817,0.000235817
123,1851.67,0.87506,0.8644,0.00202,0.87605,0.70079,0.79161,0.38078,2.04202,3.40869,0.00502,0.000232907,0.000232907,0.000232907
124,1866.64,0.89202,0.78414,0.00198,0.90106,0.7197,0.81336,0.38894,2.02072,3.2381,0.00497,0.000229996,0.000229996,0.000229996
125,1881.6,0.87861,0.8031,0.0019,0.89683,0.70573,0.79894,0.37942,2.07299,3.25918,0.00517,0.000227086,0.000227086,0.000227086
126,1896.32,0.899,0.83096,0.00188,0.89295,0.72465,0.8127,0.4092,1.96397,3.14055,0.0049,0.000224175,0.000224175,0.000224175
127,1911.01,0.88797,0.74206,0.00186,0.8747,0.72527,0.80405,0.39339,2.03346,3.27965,0.00522,0.000221264,0.000221264,0.000221264
128,1925.83,0.89144,0.8325,0.00189,0.87205,0.71767,0.79865,0.39444,2.03368,3.32785,0.00518,0.000218354,0.000218354,0.000218354
129,1940.64,0.86041,0.78206,0.00186,0.90673,0.71879,0.81376,0.39341,2.03764,3.17942,0.00512,0.000215443,0.000215443,0.000215443
130,1955.46,0.86888,0.79515,0.0019,0.87994,0.75655,0.82884,0.42619,1.93767,3.09786,0.00485,0.000212533,0.000212533,0.000212533
131,1970.29,0.86937,0.74735,0.00176,0.90078,0.71146,0.80916,0.39403,2.03767,3.35332,0.00513,0.000209622,0.000209622,0.000209622
132,1985.18,0.88672,0.77714,0.00186,0.87554,0.72677,0.80954,0.38927,2.06148,3.35716,0.00528,0.000206711,0.000206711,0.000206711
133,2000.18,0.85738,0.75509,0.00174,0.89516,0.71182,0.81338,0.38536,2.08176,3.3263,0.00521,0.000203801,0.000203801,0.000203801
134,2014.99,0.86269,0.77857,0.00165,0.88433,0.72767,0.81136,0.38504,2.06614,3.32696,0.00518,0.00020089,0.00020089,0.00020089
135,2029.95,0.8524,0.78192,0.0018,0.87254,0.73406,0.81361,0.38978,2.04248,3.29026,0.0051,0.00019798,0.00019798,0.00019798
136,2044.92,0.82159,0.71269,0.00168,0.87292,0.72227,0.80489,0.39873,2.0077,3.34094,0.00497,0.000195069,0.000195069,0.000195069
137,2059.88,0.85105,0.74436,0.00184,0.88999,0.72616,0.80875,0.39067,2.04393,3.33955,0.00507,0.000192158,0.000192158,0.000192158
138,2074.86,0.83536,0.75975,0.00177,0.89188,0.7214,0.80805,0.40906,2.02393,3.34923,0.00514,0.000189248,0.000189248,0.000189248
139,2089.78,0.84473,0.728,0.00177,0.88207,0.72908,0.81228,0.40896,2.01487,3.39179,0.00509,0.000186337,0.000186337,0.000186337
140,2104.56,0.80363,0.70139,0.00164,0.87636,0.73684,0.81708,0.40067,2.04281,3.39392,0.00517,0.000183427,0.000183427,0.000183427
141,2119.46,0.85118,0.74254,0.00181,0.89409,0.71327,0.80913,0.37786,2.12586,3.41395,0.00539,0.000180516,0.000180516,0.000180516
142,2134.31,0.84278,0.74038,0.00186,0.87901,0.72795,0.81154,0.4086,2.01296,3.32495,0.00515,0.000177605,0.000177605,0.000177605
143,2149.08,0.80796,0.71649,0.00172,0.86791,0.7258,0.8035,0.38942,2.04931,3.4511,0.00518,0.000174695,0.000174695,0.000174695
144,2163.84,0.81085,0.71421,0.00178,0.87119,0.71826,0.80559,0.38037,2.07592,3.44449,0.00522,0.000171784,0.000171784,0.000171784
145,2178.63,0.79014,0.73309,0.00168,0.88079,0.70549,0.80127,0.37136,2.13656,3.4066,0.00547,0.000168874,0.000168874,0.000168874
